Reference Series Turning Points,,,,,,(1 sets for a Peak and -1 sets for a Trough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AUS,AUT,BEL,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LUX,LTU,LVA,MEX,NLD,NOR,NZL,POL,PRT,RUS,SVK,SVN,SWE,TUR,USA,ZAF,A5M,EMU,G4E,G7M,OEU,ONM,OTO,NAT
,Australia,Austria,Belgium,Brazil,Canada,Switzerland,Chile,China,Colombia,Czech Republic,Germany,Denmark,Spain,Estonia,Finland,France,United Kingdom,Greece,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Japan,Korea,Luxembourg,Lithuania,Latvia,Mexico,Netherlands,Norway,New Zealand,Poland,Portugal,Russia,Slovak Republic,Slovenia,Sweden,Turkey,United States,South Africa,Major Five Asia,Euro Area,Major Four Europe,Major Seven,OECD Europe,OECD + Major 6 non member countries,OECD Total,NAFTA
01-07-85,1,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,1,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-85,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,-1,0,0,0,0,0,0,0,1,0,0
01-09-85,0,0,0,,0,0,,0,,,1,0,0,,0,0,0,0,,,,0,0,,0,1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,1,0,0,1,1
01-10-85,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-85,0,0,0,,1,0,,0,,,0,0,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-85,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,-1,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-86,0,0,0,,0,0,,0,,,0,1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-86,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-86,0,0,0,,0,0,,0,,,0,0,0,,-1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-86,0,0,0,,0,0,,-1,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-86,0,1,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,1,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-86,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,-1,0,0,0,0,0,0,0,0
01-07-86,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,1,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-86,-1,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-86,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,-1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-86,0,0,0,,0,0,,0,,,0,0,-1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,1,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-86,0,0,0,,-1,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,-1,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-86,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,-1,0,0,0,0,0,0,0,0,0,0,0
01-01-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,-1
01-02-87,0,0,-1,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,-1,0,0,,,0,-1,0,-1,,0,,,,0,0,0,0,-1,0,0,-1,0,-1,-1,0
01-03-87,0,0,0,,0,-1,,0,,,0,0,0,,0,-1,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,-1,0,0,0,0,0,0,0,0,0
01-04-87,0,0,0,,0,0,,0,,,-1,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,-1,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,1,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,-1,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0
01-12-87,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,1,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-88,0,-1,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-88,0,0,0,,0,0,,1,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,1,0,0,0,0,0,0,0
01-11-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-88,0,0,0,,0,0,,0,,,0,0,0,,0,0,1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0
01-02-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,-1,1,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-89,0,0,0,,1,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,-1,0,1,0,0,0,0,0,0,0,0
01-06-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,-1,0,,,0,0,0,0,,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
01-07-89,1,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-89,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-90,0,0,0,,0,0,,0,,,0,0,0,,1,1,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,1,0,0,0,0,0,0,0,0,0,0,0
01-02-90,0,0,1,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,-1,0,0,0,0,0,0,0
01-03-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,1
01-04-90,0,0,0,,0,1,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0
01-05-90,0,0,0,,0,0,,-1,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,1,0
01-06-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,-1,,0,,0,0,,0,1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,1,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-90,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-91,0,0,0,,0,0,,0,,,0,-1,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,1,1,0,0,0,0,0
01-03-91,0,0,0,,0,0,,0,,,1,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,1,0,0,0,0,0,0,0
01-05-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,1,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,-1,0,0,0,0,0,0,0,0,-1
01-10-91,0,1,0,,0,0,,0,,,0,0,1,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,1,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-91,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,1,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-92,-1,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-92,0,0,0,,-1,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,1,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,-1,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-92,0,0,0,,0,0,,0,,,0,1,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,-1,,0,0,0,-1,,,0,0,0,-1,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-92,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,-1,0,,,0,0,0,0,,0,,,,0,0,0,-1,0,0,0,0,0,0,0,0
01-01-93,0,0,0,,0,-1,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-93,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-93,0,0,0,,0,0,,0,,,0,0,0,,-1,0,0,0,,-1,,0,0,,0,0,0,0,,,0,0,-1,0,,0,,0,,-1,0,0,0,0,0,0,0,0,0,0,0
01-04-93,0,-1,-1,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-93,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-93,0,0,0,,0,0,,0,,,0,0,-1,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,-1,0,0,0
01-07-93,0,0,0,,0,0,,0,,,0,-1,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,-1,-1,0
01-08-93,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,-1,0,0,0,,,0,0,0,0,,0,,0,,0,1,0,0,0,-1,-1,-1,0,0,0,0
01-09-93,0,0,0,,0,0,,0,,,-1,0,0,,0,-1,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,-1,,0,0,0,0,-1,0,0,0,0,0,0,0
01-10-93,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-93,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-93,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,-1,,0,,0,0,,0,0,0,0,,,0,-1,0,0,,-1,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-94,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,1,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,-1,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-94,1,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,-1,0,0,0,0,0,0,0,0,0,0
01-08-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,1,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1
01-09-94,0,0,0,,0,0,,1,0,,0,0,0,,0,0,1,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0
01-10-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,-1,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-94,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0
01-12-94,0,0,1,,1,0,,0,0,,1,1,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-95,0,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,,,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0
01-03-95,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0
01-05-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
01-11-95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-1
01-12-95,0,0,0,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,0,0,0,0,0,0,-1,0,0
01-01-96,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-02-96,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-03-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-04-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-05-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-06-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-96,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-08-96,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-09-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-10-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-11-96,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0
01-12-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
01-01-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
