Database,Units,Series_Code,Country,Descriptor,1970A1,1971A1,1972A1,1973A1,1974A1,1975A1,1976A1,1977A1,1978A1,1979A1,1980A1,1981A1,1982A1,1983A1,1984A1,1985A1,1986A1,1987A1,1988A1, y_1989,y_1990,y_1991,y_1992,y_1993,y_1994,y_1995,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002
"World Economic Outlook, May 2001",Annual percent change,W914NGDP_R%,ALBANIA,"Gross domestic product, constant prices",2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.68,5,2.9,1.1,-1.3,1.8,5.6,-0.8,-1.4,9.8,-10,-28,-7.2,9.6,9.4,8.9,9.1,-7,8,7.3,7.8,7.3,7
"World Economic Outlook, May 2001",Annual percent change,W612NGDP_R%,ALGERIA,"Gross domestic product, constant prices",7.33,-1.93,10.25,7.63,1.22,10.28,9.03,7.55,9.2,-5.4,-5.4,3,6.4,5.4,5.6,5.6,-0.2,-0.7,-1.9,4.8,0.8,-1.2,1.6,-2.1,-0.9,3.85,3.8,1.1,5.1,3.2,2.97,3.13,3.12
"World Economic Outlook, May 2001",Annual percent change,W614NGDP_R%,ANGOLA,"Gross domestic product, constant prices",9.63,6,0.15,8.14,3.13,-5.04,-5.25,0.76,-5.3,0.3,2.41,-4.4,0,4.2,6,3.5,2.9,4.08,6.13,0.04,0.06,0.32,-5.84,-23.98,1.34,7.11,7.9,6.18,3.14,3.38,2.12,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W311NGDP_R%,ANTIGUA AND BARBUDA,"Gross domestic product, constant prices",4.39,7.34,7.48,8.3,6.77,2.9,4.86,4.71,9.42,7.71,2.63,2.67,-0.1,8.8,8.5,15.28,8.9,8.98,5.67,6.83,2.28,2.73,0.84,5.08,6.18,-4.96,6.08,5.55,3.9,3.2,2.46,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W213NGDP_R%,ARGENTINA,"Gross domestic product, constant prices",0,6.67,6.25,5.88,5.56,-1.3,-3.3,4.9,-3.4,7.1,0.7,-5.74,-3.15,3.73,2,-6.95,7.15,2.53,-1.96,-7.01,-1.34,10.5,10.3,6.25,5.84,-2.84,5.53,8.11,3.85,-3.4,-0.49,2,3.79
"World Economic Outlook, May 2001",Annual percent change,W911NGDP_R%,ARMENIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-12.36,-52.6,-14.05,5.4,6.9,5.87,3.32,7.34,3.3,6,6.51,6
"World Economic Outlook, May 2001",Annual percent change,W193NGDP_R%,AUSTRALIA,"Gross domestic product, constant prices",5.19,5.02,2.41,6.87,1.97,2.3,3.89,1.62,2.9,5.27,2,3.86,-0.12,0.01,6.9,5.06,2.08,4.94,4.72,4.46,1.42,-0.92,2.6,3.79,4.99,4.37,3.74,3.82,5.58,4.66,3.71,1.95,3.48
"World Economic Outlook, May 2001",Annual percent change,W122NGDP_R%,AUSTRIA,"Gross domestic product, constant prices",7.17,5.11,6.21,4.89,3.94,-0.36,4.58,4.68,-0.36,5.45,2.31,-0.1,1.91,2.8,0.33,2.24,2.34,1.68,3.17,4.23,4.55,3.42,1.34,0.51,2.38,1.7,1.81,1.33,3.25,2.82,3.2,2.2,2.6
"World Economic Outlook, May 2001",Annual percent change,W912NGDP_R%,AZERBAIJAN,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-0.7,-22.73,-23.1,-19.67,-11.8,1.3,5.8,10,7.4,10.27,8.51,8.03
"World Economic Outlook, May 2001",Annual percent change,W313NGDP_R%,"BAHAMAS, THE","Gross domestic product, constant prices",5.88,-1.12,0.71,8.46,7.02,-14.58,4.84,2.99,9.88,11.3,7.1,-2.9,6.3,6.8,2.4,4.1,2.6,3.7,2.26,2.3,1.25,-2.7,-2,1.7,0.9,0.3,4.2,3.3,3,6,3.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W419NGDP_R%,BAHRAIN,"Gross domestic product, constant prices",1.93,1.52,11.08,13.99,8.54,-8.9,24.21,14.3,7.73,-0.36,7.49,2.78,6.41,6.99,4.19,-0.93,0.48,-1.22,5.95,4.41,7.27,1.73,6.7,12.87,-0.25,3.93,4.1,3.1,4.8,3.95,3.89,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W513NGDP_R%,BANGLADESH,"Gross domestic product, constant prices",5.63,-5.91,-14.31,4.08,12.1,2.39,2.87,4.29,6.7,3.06,2.41,2.63,3.54,5.55,4.51,4.07,4.83,4.26,3.48,5,4.92,4.2,4.8,4.32,4.51,4.77,5.01,5.3,5.05,5.18,4.97,4.5,4.5
"World Economic Outlook, May 2001",Annual percent change,W316NGDP_R%,BARBADOS,"Gross domestic product, constant prices",5.88,6.4,4.67,3.93,5.66,15.52,7.82,3.65,4.87,7.9,4.37,-1.9,-4.9,0.5,3.6,1.1,5.1,2.6,3.5,3.6,-3.3,-3.9,-5.7,0.8,4,3.08,1.7,6.37,4.12,1.26,3.23,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W913NGDP_R%,BELARUS,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-1.23,-9.7,-7,-12.6,-10.4,2.81,11.4,8.3,3.4,6,2.5,3.1
"World Economic Outlook, May 2001",Annual percent change,W124NGDP_R%,BELGIUM,"Gross domestic product, constant prices",7.6,3.54,5.47,5.64,4.3,-1.53,5.79,0.35,2.77,1.72,1.63,13.34,1.31,-0.55,2.41,1.93,1.79,2.67,4.62,3.64,2.76,1.92,1.6,-1.52,2.97,2.56,1.18,3.41,2.43,2.73,3.92,2.43,2.42
"World Economic Outlook, May 2001",Annual percent change,W339NGDP_R%,BELIZE,"Gross domestic product, constant prices",5.23,6.75,4.51,-0.51,9.3,0.66,-0.66,4.16,7.89,4.79,5.01,0.21,-0.28,-2.15,1.98,1.02,4.6,11.62,8.98,13,10.2,3.1,10.2,3.3,1.8,3.3,1.99,3.64,4.53,4.49,5.96,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W638NGDP_R%,BENIN,"Gross domestic product, constant prices",2.03,1.95,8.93,2.28,-7.54,4.37,4.27,5.68,2.8,4.92,9.69,1.93,1.68,-2,0.4,4.33,2.15,-1.5,3.43,-2.85,3.21,4.72,4.01,3.52,4.37,4.6,5.55,5.72,4.51,4.96,5.26,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W514NGDP_R%,BHUTAN,"Gross domestic product, constant prices",5.02,2.66,1.16,1.49,5.14,-3.3,8.95,7.9,7.14,4.8,4.99,10.03,5.35,7.96,7.01,3.68,10.2,17.79,1.06,4.66,6.61,3.51,4.52,6.07,6.38,7.44,6.07,7.3,5.5,5.9,6.1,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W218NGDP_R%,BOLIVIA,"Gross domestic product, constant prices",7.79,4.9,5.8,6.68,5.15,6.6,6.1,4.21,1.61,1.92,0.61,0.92,-4.36,-4.46,-3.18,-3.92,3.28,0.82,4.59,3.79,4.64,5.27,1.65,4.27,4.67,4.68,4.36,4.95,5.51,0.61,2.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W963NGDP_R%,BOSNIA AND HERCEGOVINIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,32.4,85.8,39.9,12.8,8.6,13.7,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W616NGDP_R%,BOTSWANA,"Gross domestic product, constant prices",14.86,17.25,29.77,24.77,10.33,8.52,15.9,10.52,14.51,12.99,11.74,8.44,11.9,13.61,9.08,7.21,7.97,11.66,18.92,13.19,7.13,7.42,3,2.04,3.41,4.66,6.84,7.55,6.15,7.28,8.48,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W223NGDP_R%,BRAZIL,"Gross domestic product, constant prices",2.62,12.24,10.91,13.52,9.75,4.17,9.78,4.61,4.97,6.81,9.19,-4.4,0.6,-3.4,5.31,7.9,7.6,3.6,0.26,3.2,-4.3,1.03,-0.54,4.92,5.85,4.22,2.66,3.27,0.22,0.79,4.2,4.5,4.5
"World Economic Outlook, May 2001",Annual percent change,W918NGDP_R%,BULGARIA,"Gross domestic product, constant prices",7,6.9,7.7,8.1,7.6,8.8,6.5,6.3,5.6,6.6,5.7,5.3,4.2,3,4.6,1.8,5.3,4.7,2.4,-0.5,-9.1,-11.7,-7.3,-1.5,1.72,2.18,-10.88,-6.9,3.5,2.4,5,5,5
"World Economic Outlook, May 2001",Annual percent change,W748NGDP_R%,BURKINA FASO,"Gross domestic product, constant prices",9.76,1.01,-21.53,-5.34,8.11,-1.01,-0.65,-1.67,9.51,0.52,4.03,2,1.4,-1.31,1.64,11.31,8.56,-1.42,6.63,0.91,-1.49,9.95,2.48,-0.79,1.2,3.97,5.98,4.75,6.17,5.79,4.03,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W618NGDP_R%,BURUNDI,"Gross domestic product, constant prices",9.76,17.54,-10.79,7.18,-0.83,1.01,7.87,12.38,1.23,1.35,-6.83,12.16,-1.05,3.72,0.16,11.78,3.25,5.5,5.03,1.35,3.5,5,0.7,-5.89,-3.68,-7.28,-8.36,0.38,4.48,-0.78,0.05,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W522NGDP_R%,CAMBODIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12.99,9.62,3.33,1.12,7.59,7.07,4.04,3.92,6.66,5.51,3.69,1.81,4.97,4,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W622NGDP_R%,CAMEROON,"Gross domestic product, constant prices",7.87,-8.22,17.07,1.46,4.45,5.15,1.92,5.67,5,5.99,9.9,17.05,7.56,6.84,7.47,8.11,6.79,-2.15,-7.86,-1.77,-6.16,-3.76,-3.05,-3.16,-2.49,3.3,5,5.1,5.05,4.4,4.15,5.4,5.65
"World Economic Outlook, May 2001",Annual percent change,W156NGDP_R%,CANADA,"Gross domestic product, constant prices",2.59,5.76,5.73,7.71,4.4,2.22,5.49,3.46,4.08,4.2,1.38,3.05,-2.94,2.75,5.67,5.4,2.64,4.1,4.86,2.54,0.27,-1.87,0.91,2.3,4.73,2.77,1.54,4.37,3.31,4.54,4.68,2.27,2.45
"World Economic Outlook, May 2001",Annual percent change,W624NGDP_R%,CAPE VERDE,"Gross domestic product, constant prices",3.8,5.37,2.32,1.6,2.36,-16.9,2.08,-4.98,9.67,3.2,5.26,-1.45,-0.31,0.7,-1.04,2.95,12.09,4.05,6.43,3.88,-6.83,-1.21,-6.26,12.7,11.47,3.83,3.76,4.72,7.58,7.89,6.66,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W626NGDP_R%,CENTRAL AFRICAN REP.,"Gross domestic product, constant prices",2.03,1.84,1.35,1.86,6.2,0.34,4.99,5.67,4.44,2.48,-3,12.95,-3.57,-6.03,9.91,3.73,7.06,-8.55,0.69,4.91,0.96,2.42,-7.65,2.69,2.25,8,-4.65,4.53,5.23,3.6,3.25,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W628NGDP_R%,CHAD,"Gross domestic product, constant prices",9.76,4.28,2.21,7.32,3.04,6.58,0.29,1.54,-0.49,-21.43,-6.01,-5.1,5.38,15.66,5.26,7.9,5.97,3.65,7.54,1.95,3.2,10.4,2.39,-2.07,5.7,1.3,2.4,4.5,6.7,0.5,0.6,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W228NGDP_R%,CHILE,"Gross domestic product, constant prices",1.37,8.96,-1.21,-5.57,0.97,-12.91,3.52,9.86,8.22,8.28,7.78,6.68,-13.42,-3.49,6.09,3.48,5.6,6.59,7.31,10.56,3.7,7.97,12.28,6.99,5.71,10.63,7.41,7.39,3.92,-1.14,5.38,4.82,5.5
"World Economic Outlook, May 2001",Annual percent change,W924NGDP_R%,"CHINA,P.R.: MAINLAND","Gross domestic product, constant prices",16.19,6.9,4.6,12.81,4,6.81,-2.68,8,7.68,6.96,7.91,5.2,9.1,10.9,15.2,13.5,8.8,11.6,11.3,4.1,3.8,9.2,14.2,13.5,12.6,10.5,9.6,8.8,7.8,7.1,8,7,7.1
"World Economic Outlook, May 2001",Annual percent change,W532NGDP_R%,"CHINA,P.R.:HONG KONG","Gross domestic product, constant prices",9.4,7.3,11,12.7,2.2,0.2,17.1,12.5,9.5,11.65,10.92,9.48,2.77,5.68,9.97,1.23,9.89,12.96,7.97,2.56,3.4,5.06,6.26,6.13,5.4,3.89,4.49,4.97,-5.3,3.06,10.45,3.46,4.79
"World Economic Outlook, May 2001",Annual percent change,W233NGDP_R%,COLOMBIA,"Gross domestic product, constant prices",9.3,5.96,7.67,6.72,5.75,2.32,4.73,4.16,8.85,4.91,4.43,2.43,0.95,1.57,3.35,3.11,5.82,5.37,4.06,3.41,4.28,2,4.04,5.38,5.83,5.2,2.06,3.43,0.48,-4.29,2.8,3.2,3.8
"World Economic Outlook, May 2001",Annual percent change,W632NGDP_R%,COMOROS,"Gross domestic product, constant prices",9.76,4.28,2.21,7.32,3.04,6.58,0.29,3.97,3.04,9.57,7.38,5.5,4.1,3.1,4.2,0.79,0.16,1.64,2.69,-3.18,5.09,-5.4,8.53,3.01,-5.28,-3.87,-1.17,0.33,-1.22,-0.43,1.67,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W636NGDP_R%,"CONGO, DEM. REP. OF","Gross domestic product, constant prices",9.63,6,0.15,8.14,3.13,-5.04,-5.25,0.76,-5.3,0.3,2.41,0.94,-0.45,1.41,4.84,0.46,4.72,2.67,0.46,-1.26,-6.57,-8.42,-10.47,-13.53,-3.87,0.7,0.9,-8.22,-3.51,-14.04,-4.92,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W634NGDP_R%,"CONGO, REPUBLIC OF","Gross domestic product, constant prices",3.78,5.61,5.11,6.25,15.15,-3.28,-0.13,-5.33,7.41,11.26,12.68,2.43,2.41,2.39,2.38,2.36,2.34,2.33,21.91,21.27,1,2.4,2.61,-0.98,-5.49,3.99,4.29,-0.62,3.74,-3.01,4.47,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W238NGDP_R%,COSTA RICA,"Gross domestic product, constant prices",7.5,6.78,8.18,7.71,5.54,2.1,5.52,8.9,6.27,4.9,0.8,0.8,-6.99,2.86,8.02,0.72,5.54,4.76,3.43,5.67,3.55,0.6,9,6.34,4.9,4,0.3,5.8,8,8.4,4.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W662NGDP_R%,COTE D IVOIRE,"Gross domestic product, constant prices",5.88,6.4,4.67,3.93,5.66,9.22,11.99,4.71,9.9,1.99,5.2,3.5,0.2,-2.5,-2,3.62,4.68,-0.35,1.14,2.95,-1.09,0.04,-0.25,-0.18,1.97,7.08,6.89,6.17,5.8,1.56,-1.95,0.25,3.64
"World Economic Outlook, May 2001",Annual percent change,W960NGDP_R%,CROATIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-8.03,5.87,6.8,6,6.6,2.5,-0.4,3.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W423NGDP_R%,CYPRUS,"Gross domestic product, constant prices",3.08,12.73,6.77,3.63,-16.91,-19.01,16.85,15.77,7.77,9.91,5.75,2.52,6.02,5.58,8.77,4.73,3.81,7.04,8.32,7.97,7.28,0.4,9.74,0.67,5.87,6.1,1.9,2.4,4.97,4.5,5,4.5,4
"World Economic Outlook, May 2001",Annual percent change,W935NGDP_R%,CZECH REPUBLIC,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.06,2.22,5.95,4.82,-1.03,-2.2,-0.8,3.1,3,3.5
"World Economic Outlook, May 2001",Annual percent change,W128NGDP_R%,DENMARK,"Gross domestic product, constant prices",2.27,2.7,5.26,3.61,-0.92,-0.66,6.45,1.62,1.47,3.54,-0.44,-0.89,3.02,2.52,4.39,4.29,3.64,0.29,1.16,0.15,0.97,1.11,0.61,0,5.47,2.75,2.52,2.97,2.75,2.13,2.95,2.09,2.29
"World Economic Outlook, May 2001",Annual percent change,W611NGDP_R%,DJIBOUTI,"Gross domestic product, constant prices",6.22,10.52,-3.54,18.38,0,4.25,8.46,-12.72,5.7,4,3.4,2.9,1.69,1.24,0.56,-0.2,-1.19,0.49,1.2,-2.6,5.84,-4.28,0.01,-6.66,-0.94,-3.49,-4.12,-0.75,0.1,2.18,0.73,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W321NGDP_R%,DOMINICA,"Gross domestic product, constant prices",4.39,7.34,7.48,8.3,6.77,2.9,4.86,3.43,12.5,-16.98,28.63,12.09,4.36,3.19,5.43,1.28,7.08,7.52,8.56,-0.24,5.25,0.67,2.12,1.7,1.4,2.3,2.1,0.6,4.8,3.5,3.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W243NGDP_R%,DOMINICAN REPUBLIC,"Gross domestic product, constant prices",8.52,10.87,10.39,12.9,6,5.19,6.73,4.98,2.14,4.53,7.97,4.28,1.7,4.63,1.25,-2.12,3.52,10.12,2.16,4.4,-5.45,0.95,7.99,2.94,4.34,4.65,7.17,8.3,7.28,7.97,7.75,6.5,6.4
"World Economic Outlook, May 2001",Annual percent change,W248NGDP_R%,ECUADOR,"Gross domestic product, constant prices",6.46,6.26,14.42,22.84,6.36,5.59,9.29,6.54,6.54,5.31,4.9,3.93,1.24,-2.83,4.17,4.39,3.1,-5.9,10.36,0.28,3.01,5,3.6,2,4.35,2.34,1.98,3.38,0.41,-7.27,2.3,3.4,3
"World Economic Outlook, May 2001",Annual percent change,W469NGDP_R%,EGYPT,"Gross domestic product, constant prices",1.8,4.91,3.9,-1.3,5.1,14.3,7.18,9.12,8.6,2.29,3.35,2.21,7.31,8.9,8,7.4,4.8,5.85,4.03,2.95,-8.08,2.13,0.33,2.5,3.94,4.66,4.95,5.29,5.67,6.05,5.13,4.46,5.31
"World Economic Outlook, May 2001",Annual percent change,W253NGDP_R%,EL SALVADOR,"Gross domestic product, constant prices",2.98,4.81,5.46,5.06,6.42,5.56,3.97,6.07,6.4,-1.91,-8.62,-8.3,-5.59,0.77,2.26,2.01,0.63,2.42,2.07,0.87,4.89,3.56,7.41,7.39,6,6.4,1.8,4.26,3.16,1.97,2.99,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W642NGDP_R%,EQUATORIAL GUINEA,"Gross domestic product, constant prices",9.76,4.28,2.21,7.32,3.04,6.58,0.29,7.32,-5,-4.99,4.84,5.77,2.2,5,1.01,1.99,-2.33,4.44,2.66,-1.23,3.26,5.96,17.56,6.72,59.28,10.01,63.68,73.95,30.02,10.06,48.17,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W643NGDP_R%,ERITREA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-2.54,9.8,2.95,6.75,7.87,3.9,0.82,-8.98,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W939NGDP_R%,ESTONIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-7.91,-21.64,-8.2,-2,4.29,3.91,10.62,4.72,-1.08,6.4,5.5,5.5
"World Economic Outlook, May 2001",Annual percent change,W644NGDP_R%,ETHIOPIA,"Gross domestic product, constant prices",3.6,4.49,4.77,2.7,1.44,0.1,2.31,0.6,-1.13,7.24,4,0.12,0.78,7.4,-2.92,-11.48,11.74,6.51,0.14,1.8,-1.73,-7.03,1.91,6.48,3.89,8.46,7.77,1.83,2.39,3.01,4.65,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W819NGDP_R%,FIJI,"Gross domestic product, constant prices",12.71,6.86,7.5,11.61,2.54,-0.05,1.77,-3.47,1.94,12.29,-1.69,6,-1.09,-4.21,10.11,-3.77,6.6,-7.19,3.46,13.88,3.18,1.45,4.81,3.48,4.15,2.39,3.27,3.62,4.01,4.52,4.95,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W172NGDP_R%,FINLAND,"Gross domestic product, constant prices",7.83,2.09,7.62,6.72,3.03,1.15,0.27,0.34,2.33,6.77,5.12,2.14,3.14,2.74,3.42,3.1,2.49,4.22,4.73,5.14,0.03,-6.26,-3.32,-1.15,3.95,3.81,4.01,6.29,5.33,4.16,5.71,4.18,3.99
"World Economic Outlook, May 2001",Annual percent change,W132NGDP_R%,FRANCE,"Gross domestic product, constant prices",5.73,4.78,4.43,5.44,3.11,-0.28,4.24,3.22,3.35,3.24,3.13,1.11,2.51,1.09,1.59,1.58,2.23,2.52,4.19,4.3,2.6,1.01,1.29,-0.9,1.82,1.88,1.04,1.89,3.33,3.18,3.19,2.58,2.63
"World Economic Outlook, May 2001",Annual percent change,W646NGDP_R%,GABON,"Gross domestic product, constant prices",5.75,4.97,8.39,7.04,6.65,6.9,39.4,-20.7,-27.5,-0.7,0,-4,4.1,2,4.9,5.8,-2.1,-15.4,3.5,15.43,5.18,6.12,-3.09,3.95,3.71,4.97,3.63,5.74,3.48,-9.62,-2.92,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W648NGDP_R%,"GAMBIA, THE","Gross domestic product, constant prices",-8.74,10.98,6.99,12.72,9.87,4.61,10.32,12.81,-5.35,18.8,0.71,-9.52,20.76,13.52,-7.62,3.65,2.36,2.8,1.7,4.33,5.7,2.16,4.42,1.76,3.84,-3.39,6.15,4.92,3.54,6.35,5.28,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W915NGDP_R%,GEORGIA,"Gross domestic product, constant prices",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-21.1,-44.9,-29.3,-10.4,2.6,10.5,10.7,2.9,2.9,1.5,3.8,5
"World Economic Outlook, May 2001",Annual percent change,W134NGDP_R%,GERMANY,"Gross domestic product, constant prices",5.04,3.06,4.25,4.76,0.2,-1.25,5.32,2.85,3,4.22,0.98,0.1,-0.94,1.76,2.81,2.03,2.35,1.48,3.72,3.62,5.74,5.01,2.24,-1.09,2.35,1.73,0.77,1.4,2.05,1.56,2.95,1.85,2.59
"World Economic Outlook, May 2001",Annual percent change,W652NGDP_R%,GHANA,"Gross domestic product, constant prices",6.76,1.93,-2.92,2.85,10.12,-11.86,-3.54,2.28,8.48,-2.51,0.45,-2.08,-7.65,-0.43,2.99,5.36,4.79,4.99,5.56,5.09,3.36,5.35,3.87,5.02,3.28,4.02,4.6,4.2,4.69,4.4,3.7,4.96,5.5
"World Economic Outlook, May 2001",Annual percent change,W174NGDP_R%,GREECE,"Gross domestic product, constant prices",7.95,7.13,8.87,7.31,-3.64,6.07,6.35,3.44,6.68,3.7,1.74,0.06,-0.53,0.78,2.75,3.12,1.62,-0.46,5.36,3.8,0,3.1,0.7,-1.6,2,2.1,2.4,3.5,3.1,3.4,3.98,3.83,3.84
"World Economic Outlook, May 2001",Annual percent change,W328NGDP_R%,GRENADA,"Gross domestic product, constant prices",4.39,7.34,7.48,8.3,6.77,2.9,9.03,5.7,8.12,2.39,-0.53,1.49,4.29,7.05,6.65,7.18,3.5,7.74,6.85,5.8,5.2,3.6,1.1,-1.2,3.3,3.1,2.86,4.2,5.8,6.15,7.01,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W258NGDP_R%,GUATEMALA,"Gross domestic product, constant prices",5.71,5.58,7.33,6.78,6.38,1.95,7.39,7.81,5,4.71,3.7,0.64,-3.54,-2.53,0.51,-0.6,0.1,3.58,3.89,3.94,3.1,3.66,4.84,3.93,4.03,4.95,3,4.09,5.1,3.5,3.6,3,2.9
"World Economic Outlook, May 2001",Annual percent change,W656NGDP_R%,GUINEA,"Gross domestic product, constant prices",3.8,5.37,2.32,1.57,5.25,2.88,7.92,-3.35,6.8,-1.21,2.6,0.6,1.8,1.3,1.4,5,3.11,3.3,6.31,4,4.34,5.69,3.25,5.01,3.98,4.67,5.04,4.81,4.53,3.31,4.48,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W654NGDP_R%,GUINEA-BISSAU,"Gross domestic product, constant prices",3.8,5.37,2.31,1.58,5.68,5.37,4.9,-7.2,37,-1.52,15.98,-0.5,4.2,-3.4,5.5,4.3,-1,5.6,1.96,2.93,4.58,5.1,1.05,2.05,3.15,4.41,4.6,5.49,-28.07,7.79,9.33,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W336NGDP_R%,GUYANA,"Gross domestic product, constant prices",3.42,2.82,-1.97,1.72,6.99,10.42,2.93,-4.78,-2.8,-1.6,1.6,-0.3,-10.6,-9.3,2.1,2,-0.9,0.9,-0.27,-4.94,-3.04,6,7.82,8.18,8.53,5.03,7.93,6.2,-1.7,2.98,2.47,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W263NGDP_R%,HAITI,"Gross domestic product, constant prices",0.65,6.48,0.92,4.78,5.81,1.1,8.44,0.48,4.87,7.6,7.34,-3.03,-3.72,0.22,0.64,0.89,-0.18,-0.75,0.58,0.53,0.18,4.75,-13.19,-2.43,-8.28,4.44,2.69,1.15,3,2,2,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W268NGDP_R%,HONDURAS,"Gross domestic product, constant prices",6.24,2.35,6.22,4.67,-0.13,-3,10.5,10.38,8.3,6.3,0.73,2.54,-1.34,-0.94,4.35,4.17,0.72,6.07,4.54,4.33,0.1,3.25,5.62,6.23,-1.3,4.08,3.63,5.05,2.94,-1.89,6.18,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W944NGDP_R%,HUNGARY,"Gross domestic product, constant prices",15.98,6.23,6.13,6.86,5.87,6.2,3.57,7.64,4.45,2.68,0.21,2.87,2.84,0.72,2.66,-0.25,1.53,4.05,-0.07,0.74,-3.5,-11.89,-3.06,-0.58,2.9,1.54,1.34,4.57,4.86,4.5,5.32,4.9,4.7
