Database,Units,Series_Code,Country,Descriptor,1970A1,1971A1,1972A1,1973A1,1974A1,1975A1,1976A1,1977A1,1978A1,1979A1,1980A1,1981A1,1982A1,1983A1,1984A1,1985A1,1986A1,1987A1,1988A1,y_1989,y_1990,y_1991,y_1992,y_1993,y_1994,y_1995,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002
"World Economic Outlook, May 2001",Annual percent change,W626PCPI%,CENTRAL AFRICAN REP.,Inflation,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,14.66,13.24,14.56,2.6,10.46,2.41,-6.99,-3.93,0.65,-0.2,-2.85,-0.76,-2.91,24.55,19.2,3.71,1.63,-1.89,-1.5,2.95,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W628PCPI%,CHAD,Inflation,8.53,6.23,2.93,5.43,11.28,15.66,3.29,8.41,9.9,8.19,8.66,8.1,6.43,7.87,20.3,5.07,-13.05,-2.73,14.9,-4.9,0.5,4.2,-3.8,31.38,41.27,9.05,11.84,5.93,4.38,-8,3.1,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W228PCPI%,CHILE,Inflation,21.23,13.56,57.31,295.42,483.72,372.05,211.49,91.9,40.1,33.39,35.14,19.69,9.94,27.25,19.86,30.7,19.48,19.88,14.68,17.03,26.04,21.78,15.43,12.73,11.44,8.23,7.36,6.13,5.1,3.34,3.84,3.49,3.15
"World Economic Outlook, May 2001",Annual percent change,W924PCPI%,"CHINA,P.R.: MAINLAND",Inflation,1.06,1.05,1.04,1.03,0.92,1.11,0.34,2.49,0.68,1.93,5.99,2.38,1.93,1.5,2.83,9.3,6.5,7.3,18.8,18,3.1,3.4,6.4,14.7,24.1,17.1,8.3,2.8,-0.8,-1.4,0.4,1,1.5
"World Economic Outlook, May 2001",Annual percent change,W532PCPI%,"CHINA,P.R.:HONG KONG",Inflation,7.11,3.5,6.08,18.15,14.55,2.69,3.82,5.59,5.84,11.7,15.07,13.8,10.63,9.85,4.45,3.5,3.58,5.7,7.86,10.22,10.23,11.23,9.55,8.85,8.81,9,6.32,5.84,2.83,-3.96,-3.67,0.5,2
"World Economic Outlook, May 2001",Annual percent change,W233PCPI%,COLOMBIA,Inflation,6.83,9.03,13.44,20.75,24.27,22.92,20.23,33.05,18.76,28.8,25.93,27.4,24.5,19.76,16.14,24.04,18.88,23.3,28.09,25.9,29.14,30.35,27.07,22.45,22.77,20.89,20.8,18.47,18.68,10.88,9.2,8.8,6.9
"World Economic Outlook, May 2001",Annual percent change,W632PCPI%,COMOROS,Inflation,4.32,5.65,5.53,9.97,18.43,29.7,9.6,9.4,9.09,10.7,13.33,6.5,15.21,9.21,6.05,8.37,-11.28,3.3,0.29,4.44,-7.39,1.7,-1.4,2,25.3,7.1,2,3,3.5,3.5,4.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W636PCPI%,"CONGO, DEM. REP. OF",Inflation,7.97,5.78,15.8,15.67,27.42,29,80.7,69.01,48.46,101.3,46.71,34.88,37.07,76.73,52.63,23.46,46.73,90.37,82.75,104.07,81.3,2154.44,4129.17,1893.1,23760.49,541.8,616.76,198.53,29.15,284.89,555.66,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W634PCPI%,"CONGO, REPUBLIC OF",Inflation,1.4,4.13,9.91,3.21,5.63,17.28,7.21,14.47,10.09,8.12,7.3,0.78,3.45,3.47,3.49,3.51,3.52,3.54,-13.01,-11.77,2.83,-1.63,-3.92,4.95,42.94,8.62,10.2,13.15,1.77,3.09,3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W238PCPI%,COSTA RICA,Inflation,4.65,3.08,4.6,15.21,30.07,17.37,-14.74,17.37,3.49,4.17,6.03,37.06,90.12,32.62,11.95,15.05,11.84,16.85,20.83,16.51,19.04,28.71,21.79,9.78,13.53,23.19,17.6,13.3,11.7,10.1,11.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W662PCPI%,COTE D IVOIRE,Inflation,9.41,-1.53,0.34,11.06,17.37,11.44,12.07,27.39,13.03,29.37,8.81,8.68,7.39,5.88,4.28,1.75,6.84,6.98,6.93,0.99,-0.66,1.57,4.22,2.13,25.96,14.3,2.7,4.17,4.5,0.74,2.53,2,2
"World Economic Outlook, May 2001",Annual percent change,W960PCPI%,CROATIA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,665.5,1516.6,97.5,2,3.5,3.6,5.7,4.2,6.2,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W423PCPI%,CYPRUS,Inflation,2.45,4.14,4.85,7.83,16.4,4.38,3.85,7.32,7.34,9.58,13.51,10.8,6.41,5.09,5.97,5.03,1.16,2.8,3.4,3.8,4.5,5,6.5,4.85,4.7,2.6,3,3.6,2.2,1.75,4.15,2.7,2.7
"World Economic Outlook, May 2001",Annual percent change,W935PCPI%,CZECH REPUBLIC,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.12,20.85,9.97,9.14,8.8,8.46,10.65,2.1,3.9,4.2,4.4
"World Economic Outlook, May 2001",Annual percent change,W128PCPI%,DENMARK,Inflation,6.47,5.88,6.52,9.52,15.11,9.53,9.03,11.14,10.02,9.63,12.34,11.68,10.15,6.92,6.28,4.74,3.62,4.01,4.58,4.8,2.6,2.4,2.1,1.24,2.02,2.07,2.11,2.2,1.84,2.57,3.1,2.5,2.1
"World Economic Outlook, May 2001",Annual percent change,W611PCPI%,DJIBOUTI,Inflation,4.25,5.68,5.63,5.57,17.2,9.39,19.68,30.94,14.16,10.6,11.72,5.72,-2.3,0.82,1.73,3.4,16.44,4.15,6.38,3,7.8,6.8,3.37,4.44,6.5,4.89,3.51,2.52,2.2,2.02,2.4,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W321PCPI%,DOMINICA,Inflation,12.39,3.64,3.69,12.1,36.31,18.27,10.94,9.48,7.81,18,32.72,13.25,4.42,4.23,2.13,2.09,3.02,4.82,2.25,7.67,3.14,5.56,5.26,1.57,-0.01,1.29,1.7,2.41,0.9,1.6,1.9,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W243PCPI%,DOMINICAN REPUBLIC,Inflation,3.8,4.34,7.85,15.07,13.17,14.46,7.81,12.84,3.6,9,16.8,7.5,7.6,5.6,38.72,45.34,7.64,13.55,43.86,40.66,50.46,32.82,4.26,5.25,8.26,12.54,5.4,8.3,4.83,6.47,7.72,10.87,4.42
"World Economic Outlook, May 2001",Annual percent change,W248PCPI%,ECUADOR,Inflation,5.13,8.38,7.88,13.01,12.97,23.33,15.47,10.66,13.16,11.63,10.23,14.68,16.34,48.39,31.2,28.01,23.02,29.5,58.2,75.7,48.4,48.8,54.6,45,27.29,22.9,24.4,30.6,36.1,52.2,96.2,40.6,11.9
"World Economic Outlook, May 2001",Annual percent change,W469PCPI%,EGYPT,Inflation,3.82,3.14,2.09,4.26,10.87,9.73,10.28,11.6,11.29,9.97,20.47,10.42,14.86,15.98,17.06,12.11,23.9,25.2,14.2,20.2,22.19,14.74,21.14,11.04,9.05,9.36,7.1,6.17,4.23,3.78,2.82,2.76,3
"World Economic Outlook, May 2001",Annual percent change,W253PCPI%,EL SALVADOR,Inflation,2.8,0.44,1.57,6.36,16.9,19.16,7.02,11.82,13.2,12.1,17.38,14.7,11.68,13.11,11.66,22.31,31.88,25.29,19.88,17.6,24,14.4,11.2,18.5,10.59,10.1,9.8,4.5,2.5,0.6,2.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W642PCPI%,EQUATORIAL GUINEA,Inflation,1.68,5.63,6.9,10.26,17.95,12.74,15.4,12.05,9.44,12.16,0,16.7,38.26,60.06,59.52,63.68,-15.74,-8.98,-3.39,7.22,0.69,0.9,1,1.6,38.9,11.4,6,3,3,3,3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W643PCPI%,ERITREA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.57,11.6,10.7,9.3,1.3,9.47,9.02,20.25,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W939PCPI%,ESTONIA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,17.2,210.6,1069.02,89.81,47.66,29,23.06,11.18,8.09,3.3,4.01,5,2.8
"World Economic Outlook, May 2001",Annual percent change,W644PCPI%,ETHIOPIA,Inflation,10.12,0.54,-6.08,8.91,8.59,6.74,28.77,16.87,18.78,13.18,12.44,1.94,7.77,3.57,-0.33,18.4,5.55,-9.15,2.21,9.63,5.21,20.87,21.02,9.99,1.17,13.35,-2.32,-1.57,3.78,1.93,4.24,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W819PCPI%,FIJI,Inflation,4.24,6.47,9.11,11.22,14.52,13.08,11.4,7.53,6.01,7.24,14.46,11.2,7.01,6.81,5.27,4.41,1.79,5.7,11.9,5.7,11.9,6.1,8.2,6.5,4.9,5.2,0.62,0,2.17,2.2,2.4,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W172PCPI%,FINLAND,Inflation,2.73,6.48,7.11,10.99,16.67,17.81,14.34,12.69,7.8,7.47,11.6,12,9.3,8.4,7,5.82,2.9,4.08,5.14,6.57,4.96,4.16,2.87,2.2,1.08,1,1.07,1.21,1.34,1.33,2.96,2.6,2.4
"World Economic Outlook, May 2001",Annual percent change,W132PCPI%,FRANCE,Inflation,5.93,5.5,6.16,7.32,13.73,11.78,9.62,9.37,9.06,10.76,13.06,13.33,11.98,9.46,7.67,5.83,2.54,3.29,2.7,3.5,3.38,3.22,2.37,2.11,1.66,1.78,2.08,1.28,0.67,0.56,1.83,1.5,1.43
"World Economic Outlook, May 2001",Annual percent change,W646PCPI%,GABON,Inflation,3.8,3.89,3.45,6.24,12.01,28.35,20.17,13.85,10.74,8.11,12.32,8.6,16.7,10.4,5.9,7.3,6.4,-1,-9.8,6.9,5.7,3.3,-10.8,0.56,36.13,10,4.5,4.1,2.3,-0.7,1,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W648PCPI%,"GAMBIA, THE",Inflation,-1.98,3.07,8.68,6.89,9.23,25.9,17.08,12.42,10.19,7.54,5.02,7.92,8.23,9.31,15.6,21.76,35.01,46.22,12.37,10.81,10.2,9.09,12.02,5.94,3.96,4.03,4.75,3.08,1.11,2.5,2.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W915PCPI%,GEORGIA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.3,78.5,887.45,3125.37,15606.46,162.72,39.3,7,3.56,19.1,4,7.6,4
"World Economic Outlook, May 2001",Annual percent change,W134PCPI%,GERMANY,Inflation,3.44,5.24,5.5,7.02,6.95,5.94,4.28,3.68,2.71,4.08,5.45,6.32,5.26,3.28,2.4,2.08,-0.13,0.24,1.27,2.78,2.69,3.47,5.05,4.48,2.72,1.73,1.21,1.5,0.59,0.67,2.08,2,1.3
"World Economic Outlook, May 2001",Annual percent change,W652PCPI%,GHANA,Inflation,3.03,8.82,10.81,17.07,18.75,29.82,55.41,116.52,73.09,54.52,50.15,117.86,21.31,122.97,40,9.96,24.8,39.75,31.38,25.26,37.17,18,10.08,24.94,24.9,59.5,46.6,27.9,19.3,12.4,25,30,17.8
"World Economic Outlook, May 2001",Annual percent change,W174PCPI%,GREECE,Inflation,3.91,4.34,5.45,6.95,12.68,12.77,9.2,7.07,4.47,4.47,6.65,7.6,8.74,7.69,6.35,19.33,23,16.4,13.5,13.7,20.4,19.5,15.89,14.4,10.88,8.9,7.9,5.41,4.5,2.15,2.89,3.39,3.31
"World Economic Outlook, May 2001",Annual percent change,W328PCPI%,GRENADA,Inflation,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,17.9,21.69,21.03,18.85,7.81,6.09,5.7,1.9,0.5,-0.9,4,5.6,2.8,2.6,3.8,2.8,2.6,2.2,2.8,1.3,1.4,0.5,0.8,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W258PCPI%,GUATEMALA,Inflation,2.37,-0.48,0.55,13.8,16.49,13.18,10.72,12.32,7.95,11.52,10.67,11.4,4.9,6.4,3.5,18.6,36.9,-9.75,9.8,12.82,41.64,35.11,10.22,13.37,12.47,8.4,11.05,9.23,6.6,5.34,7,7.6,10.08
"World Economic Outlook, May 2001",Annual percent change,W656PCPI%,GUINEA,Inflation,4.33,5.62,5.58,9.96,4.15,4.82,6.2,4.61,6.66,11.22,39.98,35,29.91,30.26,26.01,19.04,64.7,36.89,27.29,28.26,19.4,19.6,16.6,7.17,4.22,5.55,2.99,1.94,5.1,4.55,6.77,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W654PCPI%,GUINEA-BISSAU,Inflation,4.4,5.62,5.49,0.79,30.67,19.76,1.6,2.95,-4.4,26,64.76,41.94,16.54,23.31,64.86,112.71,26.55,119.58,60.31,80.79,33,57.6,69.44,48.23,15.18,45.37,50.73,49.06,8.01,-2.09,9.14,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W336PCPI%,GUYANA,Inflation,3.37,1,4.95,7.55,17.54,7.84,9,8.25,15.07,17.88,14.09,22.23,20.61,15.29,25.14,15.03,7.9,28.7,39.9,89.7,63.6,101.5,28.2,12,12.4,12.22,7.09,3.56,4.6,7.5,6.62,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W263PCPI%,HAITI,Inflation,1.35,9.54,3.24,22.71,14.95,16.77,7.04,6.49,-2.89,9.68,18.01,8.1,8.51,8.78,8.07,8.46,8.51,-5.02,2.86,10.95,20.38,19.02,21.26,18.83,37.43,30.24,21.9,16.2,10,10,10,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W268PCPI%,HONDURAS,Inflation,2.88,2.22,3.61,5.19,12.85,8.38,4.7,8.5,5.9,12.04,18.15,9.36,8.94,8.32,4.65,3.41,3.9,2.79,6.55,9.77,23.3,34.01,8.8,10.71,18.22,29.45,23.83,20.18,13.69,11.65,10.49,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W944PCPI%,HUNGARY,Inflation,4.25,5.73,-3.71,3.39,1.8,3.84,5,3.9,4.47,9.04,9.05,5,6.67,6.4,8.7,7,5.3,8.6,15.71,16.89,28.57,34.79,22.84,22.42,18.83,28.3,23.47,18.31,14.3,10,9.8,8.5,6.4
"World Economic Outlook, May 2001",Annual percent change,W176PCPI%,ICELAND,Inflation,13.12,6.38,10.4,22.16,43.03,48.96,32.17,30.45,44.07,45.78,58.55,50.87,51.02,84.28,29.17,32.38,21.27,18.77,25.46,21.08,14.84,6.8,3.76,4.11,1.49,1.65,2.25,1.81,1.66,3.44,5,4.6,3.5
"World Economic Outlook, May 2001",Annual percent change,W534PCPI%,INDIA,Inflation,5.08,3.23,5.21,17.82,27.73,5.59,-7.79,8.32,2.52,6.25,11.37,13.12,7.89,11.87,8.32,5.56,8.73,8.8,9.38,6.16,8.97,13.87,11.79,6.36,10.21,10.22,8.98,7.16,13.23,4.67,4.01,3.79,5.94
"World Economic Outlook, May 2001",Annual percent change,W536PCPI%,INDONESIA,Inflation,12.29,4.44,6.37,31.05,40.6,19.07,19.84,11.1,8.13,21.97,18.48,12.2,9.54,11.8,10.41,4.75,5.85,9.27,8.11,6.4,7.84,9.38,7.52,9.67,8.53,9.43,7.94,6.22,57.96,20.75,3.77,8.87,5.65
"World Economic Outlook, May 2001",Annual percent change,W429PCPI%,"IRAN, I.R. OF",Inflation,1.62,4.2,6.53,9.78,14.25,14.95,11.39,27.08,11.77,10.53,20.63,24.2,18.68,19.74,12.58,4.38,23.72,27.71,28.9,17.4,8.99,20.71,24.39,22.85,35.16,49.38,23.2,17.31,19.96,20.42,18.5,15.5,13
"World Economic Outlook, May 2001",Annual percent change,W178PCPI%,IRELAND,Inflation,8.24,8.96,8.61,11.41,16.98,20.88,17.98,13.64,7.52,13.28,18.35,20.24,17.19,10.4,8.64,5.47,3.04,3.15,2.17,3.99,3.36,3.13,3.15,1.42,2.37,2.84,2.15,1.2,2.17,2.51,5.3,4,3.3
"World Economic Outlook, May 2001",Annual percent change,W436PCPI%,ISRAEL,Inflation,6.1,11.97,12.88,19.98,39.71,39.32,31.41,34.6,50.93,78.19,130.95,116.8,120.39,145.6,369.75,308.77,48.07,19.71,16.46,20.17,17.13,19.05,11.91,10.86,12.3,10,11.25,9.08,5.37,5.19,1.12,0.92,2.5
"World Economic Outlook, May 2001",Annual percent change,W136PCPI%,ITALY,Inflation,4.99,4.93,5.72,10.83,19.1,17.05,16.68,18.49,12.04,14.78,21.28,19.49,16.46,14.64,10.88,9.05,5.84,4.75,5.09,6.26,6.46,6.28,5.27,4.63,4.05,5.24,3.98,1.9,1.97,1.65,2.59,2.24,1.55
"World Economic Outlook, May 2001",Annual percent change,W343PCPI%,JAMAICA,Inflation,7.73,5.34,5.43,17.68,27.16,17.38,9.79,11.19,34.94,28.71,17.98,9.17,6.83,16.66,31.25,29.7,24.4,11.2,8.2,16.1,24.8,68.6,57.5,24.31,33.2,21.7,21.5,9.1,8.1,6.3,7.7,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W158PCPI%,JAPAN,Inflation,7.61,6.39,4.81,11.7,23.15,11.74,9.37,8.18,4.17,3.73,7.82,4.9,2.75,1.87,2.26,2.04,0.61,0.12,0.67,2.26,3.09,3.25,1.74,1.2,0.74,-0.07,0.12,1.71,0.63,-0.33,-0.64,-0.66,0.02
"World Economic Outlook, May 2001",Annual percent change,W439PCPI%,JORDAN,Inflation,5.9,4.82,7.66,11.13,19.43,11.98,11.5,14.57,6.92,14.34,10.99,7.66,7.5,5.11,3.8,2.9,0,0,6.66,25.7,-3.34,8.16,4.02,3.3,3.58,2.31,6.52,3,3.1,0.59,0.67,1.77,2.31
"World Economic Outlook, May 2001",Annual percent change,W916PCPI%,KAZAKHSTAN,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.6,91,1515.71,1662.27,1879.9,176.3,39.1,17.44,7.3,8.4,13.43,9.22,5.8
"World Economic Outlook, May 2001",Annual percent change,W664PCPI%,KENYA,Inflation,2.07,3.71,6.08,9.35,17.72,19.19,11.49,15.01,17.06,8.08,13.87,7.89,13.82,11.6,20.67,11.4,10.28,13.01,4.8,7.62,11.2,19.6,27.3,45.91,28.84,1.51,9.04,11.19,6.6,3.5,6.2,5,4.5
"World Economic Outlook, May 2001",Annual percent change,W826PCPI%,KIRIBATI,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,16.1,7.7,5.49,6.31,5.44,4.49,6.61,-14.67,1.13,5.61,3.95,6.08,4.22,6.11,5.34,4.1,-1.5,2.2,4.7,2,3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W542PCPI%,KOREA,Inflation,16.08,13.58,11.63,3.23,24.28,25.24,15.28,10.2,14.37,18.45,28.73,21.41,7.06,3.42,2.29,2.43,2.76,3.07,7.14,5.68,8.56,9.34,6.23,4.79,6.28,4.47,4.92,4.44,7.51,0.81,2.24,4.28,2.97
"World Economic Outlook, May 2001",Annual percent change,W443PCPI%,KUWAIT,Inflation,8.27,8.27,8.27,9.16,14.58,6.04,4.36,8.36,7.18,7.1,6.91,7.34,8.14,4.29,1.3,1.43,0.98,0.7,1.46,3.35,9.84,9.06,58.6,0.38,2.49,2.72,3.55,0.68,0.12,1.82,1.5,2.5,2.5
"World Economic Outlook, May 2001",Annual percent change,W917PCPI%,KYRGYZ REPUBLIC,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.2,85,853.8,772.4,190.1,40.7,31.3,22.59,12.05,36.77,18.7,9.07,7.22
"World Economic Outlook, May 2001",Annual percent change,W544PCPI%,LAO PEOPLE'S DEM.REP,Inflation,0.32,1.29,25.16,30.79,50,29.7,10.9,89.99,10.01,2.7,188.82,33.7,70.38,62.51,27.17,114.7,35,6.11,14.8,59.7,35.7,13.4,9.8,6.3,6.76,19.4,13,19.3,87.4,134,27.1,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W941PCPI%,LATVIA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10.51,124.4,951.31,109.2,35.9,25,17.62,8.45,4.7,2.37,2.7,2.1,3.04
"World Economic Outlook, May 2001",Annual percent change,W446PCPI%,LEBANON,Inflation,0,1.56,4.92,6,12.29,20.05,28.83,19,10.1,23.7,23.9,19.3,18.6,7.2,17.6,69.4,95.4,487.2,155,72.2,88.91,50.1,99.84,24.67,7.98,10.58,8.92,7.74,4.55,-2.72,-0.36,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W666PCPI%,LESOTHO,Inflation,13.4,13.4,13.4,13.4,13.4,14.21,11.4,16.7,12.42,19.92,13.15,12.49,19.23,9.89,12.33,19.1,12.97,8.82,19.39,14.9,11.47,17.85,17.03,13.84,7.23,9.94,9.07,8.5,7.8,8.65,6,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W672PCPI%,LIBYA,Inflation,-5.22,-3.11,-0.26,8.01,7.42,9.17,5.44,6.29,10.71,16.13,14.29,13.19,13.8,10.51,12.44,9.11,3.38,4.42,3.13,4.46,8.5,11.7,9.45,7.47,10.67,8.34,4,3.6,3.7,2.6,-3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W946PCPI%,LITHUANIA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7.76,224.7,1021,410.44,72.07,39.46,24.68,8.8,5.1,0.8,1,1.3,2.61
"World Economic Outlook, May 2001",Annual percent change,W137PCPI%,LUXEMBOURG,Inflation,3.91,4.35,5.45,6.96,12.68,12.77,9.17,7.11,3.09,4.55,6.3,8.07,9.36,8.67,5.64,4.09,0.29,-0.13,1.52,3.37,3.7,3.12,3.15,3.58,2.2,1.92,1.39,1.37,0.96,1,3.2,1.5,1.3
"World Economic Outlook, May 2001",Annual percent change,W962PCPI%,"MACEDONIA, FYR",Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1704.17,338.68,127.51,15.7,2.3,2.6,-0.1,-0.7,6.1,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W674PCPI%,MADAGASCAR,Inflation,2.82,5.49,5.62,6.11,22,8.22,4.99,3.08,6.56,13.98,18.28,30.46,31.91,19.47,9.72,10.57,14.49,15.46,26.34,9.02,11.79,8.54,15.29,9.3,38.99,49.04,19.76,4.49,6.21,9.93,11.86,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W676PCPI%,MALAWI,Inflation,9.53,8.2,3.6,5.08,15.51,15.54,4.34,4.07,10.75,13.07,19.19,12,9.52,13.77,19.75,10.64,14.18,25.05,33.84,12.45,11.86,8.23,23.24,22.78,34.66,83.15,37.73,9.14,29.78,44.76,29.6,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W548PCPI%,MALAYSIA,Inflation,1.91,1.58,3.21,10.55,17.38,4.5,2.57,4.81,4.99,3.54,6.72,9.7,5.83,3.7,3.9,2.59,0.35,0.74,0.29,2.56,2.81,4.4,4.72,3.54,3.73,3.4,3.48,2.71,5.28,2.77,1.5,2,2.4
"World Economic Outlook, May 2001",Annual percent change,W556PCPI%,MALDIVES,Inflation,4.32,5.62,5.49,10.03,18.34,0,31.4,-0.76,13.88,20,27.88,11.1,-0.81,9.89,0.99,-9.16,9.1,11.7,6.48,7.16,3.62,12.5,16.86,20.13,3.39,5.49,6.24,7.58,-1.41,2.97,2,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W678PCPI%,MALI,Inflation,14.32,21.05,7.35,18.72,11.18,5.82,8,22.13,30.78,-0.93,20.25,3.9,3.9,6.21,4.04,10.8,-1.39,-14.94,8.95,-0.2,1.63,1.5,-5.91,-0.63,24.78,12.4,6.45,-0.67,4.05,-1.15,-0.74,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W181PCPI%,MALTA,Inflation,3.7,2.32,3.33,7.77,7.28,8.8,0.55,10.05,4.7,7.08,15.79,11.48,5.81,-0.88,-0.43,-0.21,2.04,0.42,0.94,0.84,2.97,2.55,1.85,4.03,4.13,3.97,2.38,3.11,2.39,2.47,2.47,2.47,2.47
"World Economic Outlook, May 2001",Annual percent change,W682PCPI%,MAURITANIA,Inflation,10.31,7.19,4.97,18.55,14.62,16.58,6.58,5.78,2.42,12.43,5.91,6.9,9.76,6.08,13.51,10.32,7.8,8.2,6.3,9,6.4,4.06,10.15,9.35,4.1,6.5,4.72,4.55,8.02,4.07,3.3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W684PCPI%,MAURITIUS,Inflation,1.63,0.25,5.38,13.49,29.11,14.76,12.95,9.63,10.03,7.95,33.04,26.45,13.38,7.45,5.53,8.32,4.34,0.72,3.6,13.61,10.71,12.82,2.86,8.9,9.37,6.05,5.86,7.88,5.35,7.91,5.25,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W273PCPI%,MEXICO,Inflation,5.21,5.26,5,12.04,23.74,15.15,15.79,29,17.54,18.13,26.47,28,58.87,101.88,65.54,57.75,86.23,131.82,114.16,20.01,26.65,22.7,15.5,9.78,6.97,35,34.38,20.62,15.93,16.59,9.49,6.92,5.48
"World Economic Outlook, May 2001",Annual percent change,W921PCPI%,MOLDOVA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.6,162,1276,788.5,329.64,30.22,23.51,11.77,7.7,39.26,31.29,12.66,10
"World Economic Outlook, May 2001",Annual percent change,W948PCPI%,MONGOLIA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-0.1,2.5,0,0.59,-0.97,0,0,0,0,0,20.2,202.58,268.38,87.57,56.77,46.83,36.58,9.36,7.56,11.6,7,5.5
